
                                       OFFICIAL COBOL COMPILER VALIDATION SYSTEM                                        
                                                                                                                        
                                        CCVS85 4.2  COPY - NOT FOR DISTRIBUTION                                         
                                                                                                                        
TEST RESULT OF NC104A    IN  HIGH        LEVEL VALIDATION FOR ON-SITE VALIDATION, NATIONAL INSTITUTE OF STD & TECH.     
                                                                                                                        
                                                                                                                        
 FOR OFFICIAL USE ONLY            COBOL 85 VERSION 4.2, Apr  1993 SSVG                        COPYRIGHT   1985          
                                                                                                                        
                                                                                                                        
 FEATURE              PASS  PARAGRAPH-NAME                                                 REMARKS                      
 TESTED               FAIL                                                                                              
                                                                                                                        
 ***********************************************************************************************************************
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-1                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-2                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-3                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-4                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-?                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-6                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-7                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-8                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-9                                                                              
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-10                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-11                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-12                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-13                                                                             
 MOVE NUMERIC INTEGER FAIL* MOVE-TEST-F1-14                                                                             
                                                                                                                        
                                     COMPUTED= 12345CR                                                                  
                                     CORRECT = 12305CR               V1-102 6.18.2                                      
                                                                                                                        
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-15                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-16                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-17                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-18                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-19                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-20                                                                             
 MOVE NUMERIC INTEGER PASS  MOVE-TEST-F1-21                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-22                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-23                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-24                                                                                                                                                                                                     
                                       OFFICIAL COBOL COMPILER VALIDATION SYSTEM                                        
                                                                                                                        
                                        CCVS85 4.2  COPY - NOT FOR DISTRIBUTION                                         
                                                                                                                        
TEST RESULT OF NC104A    IN  HIGH        LEVEL VALIDATION FOR ON-SITE VALIDATION, NATIONAL INSTITUTE OF STD & TECH.     
                                                                                                                        
                                                                                                                        
 FOR OFFICIAL USE ONLY            COBOL 85 VERSION 4.2, Apr  1993 SSVG                        COPYRIGHT   1985          
                                                                                                                        
                                                                                                                        
 FEATURE              PASS  PARAGRAPH-NAME                                                 REMARKS                      
 TESTED               FAIL                                                                                              
 ***********************************************************************************************************************
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-25                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-26                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-27                                                                             
 MOVE NUM NON-INTEGER FAIL* MOVE-TEST-F1-28                                                                             
                                                                                                                        
                                     COMPUTED= $00,123.45                                                               
                                     CORRECT = $00,123.65            V1-102 6.18.2                                      
                                                                                                                        
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-29                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-30                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-31                                                                             
 MOVE NUM NON-INTEGER PASS  MOVE-TEST-F1-32                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-33                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-34                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-35                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-36                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-37                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-38                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-39                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-40                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-41                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-42                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-43                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-44                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-45                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-46                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-47                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-48                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-49                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-50                                                                             
 MOVE ALPHANUMERIC    PASS  MOVE-TEST-F1-51                                                                             
 MOVE ALPHABETIC      PASS  MOVE-TEST-F1-52                                                                             
 MOVE ALPHABETIC      PASS  MOVE-TEST-F1-53                                                                             
 MOVE ALPHABETIC      PASS  MOVE-TEST-F1-54                                                                             
 MOVE ALPHABETIC      PASS  MOVE-TEST-F1-55                                                                             
 MOVE ALPHABETIC      PASS  MOVE-TEST-F1-56                                                                             
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-2                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-3                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-4                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-5                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-6                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-7                                                                                                                                                                                                   
                                       OFFICIAL COBOL COMPILER VALIDATION SYSTEM                                        
                                                                                                                        
                                        CCVS85 4.2  COPY - NOT FOR DISTRIBUTION                                         
                                                                                                                        
TEST RESULT OF NC104A    IN  HIGH        LEVEL VALIDATION FOR ON-SITE VALIDATION, NATIONAL INSTITUTE OF STD & TECH.     
                                                                                                                        
                                                                                                                        
 FOR OFFICIAL USE ONLY            COBOL 85 VERSION 4.2, Apr  1993 SSVG                        COPYRIGHT   1985          
                                                                                                                        
                                                                                                                        
 FEATURE              PASS  PARAGRAPH-NAME                                                 REMARKS                      
 TESTED               FAIL                                                                                              
 ***********************************************************************************************************************
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-8                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-9                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?0                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-??                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?2                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?3                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?4                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?5                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?6                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?7                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?8                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-?9                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-20                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-2?                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-57-22                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-2                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-3                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-4                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-5                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-6                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-7                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-8                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-9                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?0                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-??                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?2                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?3                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?4                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?5                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?6                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?7                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?8                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-?9                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-20                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F?-58-2?                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-1                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-2                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-3                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-4                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-5                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-6                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-7                                                                                                                                                                                                   
                                       OFFICIAL COBOL COMPILER VALIDATION SYSTEM                                        
                                                                                                                        
                                        CCVS85 4.2  COPY - NOT FOR DISTRIBUTION                                         
                                                                                                                        
TEST RESULT OF NC104A    IN  HIGH        LEVEL VALIDATION FOR ON-SITE VALIDATION, NATIONAL INSTITUTE OF STD & TECH.     
                                                                                                                        
                                                                                                                        
 FOR OFFICIAL USE ONLY            COBOL 85 VERSION 4.2, Apr  1993 SSVG                        COPYRIGHT   1985          
                                                                                                                        
                                                                                                                        
 FEATURE              PASS  PARAGRAPH-NAME                                                 REMARKS                      
 TESTED               FAIL                                                                                              
 ***********************************************************************************************************************
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-8                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-9                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-10                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-11                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-12                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-13                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-14                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-15                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-16                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-17                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-18                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-19                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-20                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-59-21                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-1                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-2                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-3                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-4                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-5                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-6                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-7                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-8                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-9                                                                           
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-10                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-11                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-12                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-13                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-14                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-15                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-16                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-17                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-18                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-19                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-20                                                                          
 MOVE LIMITS TESTS    PASS  MOVE-TEST-F1-60-21                                                                          
 ***********************************************************************************************************************
                                                                                                                        
                                                                                                                        
                                                                                                                        
                                                                                                                        
 ***********************************************************************************************************************
                                                                                                                        
                                                                                                                                                                                                                                                
                                       OFFICIAL COBOL COMPILER VALIDATION SYSTEM                                        
                                                                                                                        
                                        CCVS85 4.2  COPY - NOT FOR DISTRIBUTION                                         
                                                                                                                        
TEST RESULT OF NC104A    IN  HIGH        LEVEL VALIDATION FOR ON-SITE VALIDATION, NATIONAL INSTITUTE OF STD & TECH.     
                                                                                                                        
                                                                                                                        
 FOR OFFICIAL USE ONLY            COBOL 85 VERSION 4.2, Apr  1993 SSVG                        COPYRIGHT   1985          
                                                                                                                        
                                                                                                                        
 FEATURE              PASS  PARAGRAPH-NAME                                                 REMARKS                      
 TESTED               FAIL                                                                                              
 ***********************************************************************************************************************
                                                                                                                        
                                                                                                                        
                                                    END OF TEST-  NC104A                                                
                                                                                                                        
                                                    139 OF 141  TESTS WERE EXECUTED SUCCESSFULLY                        
                                                    002 TEST(S) FAILED                                                  
                                                    NO  TEST(S) DELETED                                                 
                                                    NO  TEST(S) REQUIRE INSPECTION                                      
 FOR OFFICIAL USE ONLY            ON-SITE VALIDATION, NATIONAL INSTITUTE OF STD & TECH.                   COPYRIGHT 1985
